address,school_name,school_type,school_year
"149 Northland Blvd., Cincinnati, OH 45246",Southwestern College,Public,2-year
"2625 E Cactus Rd, Phoenix, AZ 85032",Southwestern College,Private not-for-profit,4-year
"3960 ABC San Felipe, Santa Fe, NM 87507",Southwestern College,Private for-profit,4-year
"900 Otay Lakes Rd, Chula Vista, CA 91910",Southwestern College,Public,2-year
"111 W 1st Street, Dayton, OH 45402","Southwestern College, Dayton",Public,2-year
"8095 Connector Dr, Florence, KY 41042","Southwestern College, Florence",Private for-profit,2-year
"201 E. Second Street, Franklin, OH 45005","Southwestern College, Franklin",Private for-profit,2-year
"632 Vine St.\nSuite 200, Cincinnati, OH 45202","Southwestern College, Tri-County",Private for-profit,2-year
"1501 W. Townline Street, Creston, IA 50801",Southwestern Community College,Public,2-year
"447 College Dr, Sylva, NC 28779",Southwestern Community College,Public,2-year
"2500 Carlyle Ave, Belleville, IL 62221",Southwestern Illinois College,Public,2-year
"9169 Coors Rd NW, Albuquerque, NM 87120",Southwestern Indian Polytechnic Institute,Public,2-year
"3050 Wilshire Boulevard, Los Angeles, CA 90010",Southwestern Law School,Private not-for-profit,4-year
"58900 Cherry Grove Rd, Dowagiac, MI 49047",Southwestern Michigan College,Private for-profit,2-year
"100 Campus Dr, Weatherford, OK 73096",Southwestern Oklahoma State University,Public,4-year
"1988 Newmark Ave, Coos Bay, OR 97420",Southwestern Oregon Community College,Public,2-year
"1001 University Ave, Georgetown, TX 78626",Southwestern University,Private not-for-profit,4-year
"3820 J Bennett Johnston Ave, Lake Charles, LA 70616",Sowela Technical Community College,Private for-profit,2-year
"1041 Brighton Ave, Portland, ME 04102",Spa Tech Institute,Private for-profit,< 2-year
"126 High St, Ipswich, MA 01938",Spa Tech Institute-Ipswich,Private for-profit,< 2-year
"59 Industrial Park Rd, Plymouth, MA 02360",Spa Tech Institute-Plymouth,Private for-profit,< 2-year
"227 Turnpike Rd. - Suite 1, Westboro, MA 01581",Spa Tech Institute-Westboro,Private for-profit,< 2-year
"100 Larrabee Road, Westbrook, ME 04092",Spa Tech Institute-Westbrook,Private not-for-profit,< 2-year
"1070 S Wickham Rd, West Melbourne, FL 32904",Space Coast Health Institute,Private not-for-profit,< 2-year
"851 S Fourth St, Louisville, KY 40203",Spalding University,Private not-for-profit,4-year
"2011 W Pershing Rd, Chicago, IL 60609",Spanish Coalition for Jobs Inc,Private for-profit,< 2-year
"Times Square\n215 West 43 Street\nSecond Floor, Manhattan, NY 10036",Spanish-American Institute,Private for-profit,< 2-year
"131 S Morgan St, Shelbyville, IL 62565",Sparks College,Private for-profit,2-year
"8820 E Pine St, Tulsa, OK 74115",Spartan College of Aeronautics and Technology,Private for-profit,4-year
"Business I85, Spartanburg, SC 29303",Spartanburg Community College,Public,2-year
"1000 Powell Mill Road, Spartanburg, SC 29301",Spartanburg Methodist College,Private not-for-profit,2-year
"19900 W Nine Mile Rd, Southfield, MI 48075",Specs Howard School of Broadcast Arts Inc,Private for-profit,< 2-year
"350 Spelman Ln SW, Atlanta, GA 30314",Spelman College,Private not-for-profit,4-year
"4627 Dixie Hwy, Louisville, KY 40216",Spencerian College,Private not-for-profit,2-year
"1575 Winchester Road, Lexington, KY 40505",Spencerian College-Lexington,Private for-profit,2-year
"610 S Michigan Ave, Chicago, IL 60605",Spertus College,Private not-for-profit,4-year
"1810 North Greene Street, Spokane, WA 99217",Spokane Community College,Public,2-year
"3410 W Fort Geo Wright Dr, Spokane, WA 99224",Spokane Falls Community College,Public,2-year
"23235 North County 22, Canton, IL 61520",Spoon River College,Public,2-year
"106 E. Main St, Spring Arbor, MI 49283",Spring Arbor University,Private not-for-profit,4-year
"4000 Dauphin St, Mobile, AL 36608",Spring Hill College,Private not-for-profit,4-year
"4223 Annandale Rd, Annandale, VA 22003",Springfield Beauty Academy,Private for-profit,< 2-year
"263 Alden St, Springfield, MA 01109",Springfield College,Private not-for-profit,4-year
"1500 N Fifth St, Springfield, IL 62702",Springfield College in Illinois,Public,2-year
"307 Q Street, Springfield, OR 97477",Springfield College of Beauty,Private not-for-profit,2-year
"1 Armory Sq, Springfield, MA 01105",Springfield Technical Community College,Private not-for-profit,2-year
"1700 Dogwood Mile, Laurinburg, NC 28352",St Andrews Presbyterian College,Private not-for-profit,4-year
"195 Glenbrook Rd, Stamford, CT 06902",St Basils College,Private for-profit,4-year
"120 French Road, Rochester, NY 14618",St Bernard's School of Theology and Ministry,Public,4-year
"4601 Mid Rivers Mall Dr, Cottleville, MO 63376",St Charles Community College,Public,2-year
"2440 Executive Dr Ste 100, Saint Charles, MO 63303",St Charles School of Massage Therapy,Private not-for-profit,< 2-year
"323 Erie, Port Huron, MI 48061",St Clair County Community College,Private not-for-profit,2-year
"180 Remsen St, Brooklyn Heights, NY 11201",St Francis College,Private not-for-profit,4-year
"601 Hamilton Ave, Trenton, NJ 08629",St Francis Medical Center-School of Radiologic Technology,Private not-for-profit,2-year
"411 Canisteo Street, Hornell, NY 14843",St James Mercy Hospital School of Radiologic Science,Private not-for-profit,2-year
"729 E. Carpenter St, Springfield, IL 62702",St Johns College,Private not-for-profit,4-year
"1160 Camino Cruz Blanca, Santa Fe, NM 87505",St John's College,Private not-for-profit,4-year
"60 College Ave, Annapolis, MD 21401",St John's College,Private not-for-profit,4-year
"800 E Carpenter, Springfield, IL 62769",St Johns Hospital School of Clinical Lab Science,Private not-for-profit,< 2-year
"1235 E Cherokee St, Springfield, MO 65804",St John's Regional Health Center-School of Radiologic Technology,Private not-for-profit,2-year
"200 High Service Ave, North Providence, RI 02904",St Joseph School of Nursing,Private not-for-profit,2-year
"206 Prospect Ave, Syracuse, NY 13203",St Joseph's College of Nursing at St Joseph's Hospital Health Center,Public,2-year
"127 S Broadway, Yonkers, NY 10701",St Joseph's Medical Center School of Radiography,Private for-profit,2-year
"139 State Street, Canton, NY 13617",St Lawrence Lewis County BOCES-Practical Nursing Program,Private for-profit,< 2-year
"23 Romoda Drive, Canton, NY 13617",St Lawrence University,Private not-for-profit,4-year
"1297 North Highway Drive, Fenton, MO 63026",St Louis College of Health Careers,Private for-profit,2-year
"909 South Taylor Avenue, Saint Louis, MO 63110",St Louis College of Health Careers,Private not-for-profit,2-year
"4588 Parkview Pl, Saint Louis, MO 63110",St Louis College of Pharmacy,Private not-for-profit,4-year
"3701 Kossuth, Saint Louis, MO 63107",St Louis Hair Academy,Private not-for-profit,< 2-year
"2720 Stone Park Blvd, Sioux City, IA 51104",St Luke's College,Private not-for-profit,2-year
"801 Ostrum Street, Bethlehem, PA 18015",St Lukes Hospital School of Nursing,Private not-for-profit,2-year
"221 Seventh Street\nSuite 100, Pittsburgh, PA 15238",St Margaret School of Nursing,,2-year
"18952 E. Fisher Rd, Saint Mary's City, MD 20686",St Mary's College of Maryland,Public,4-year
"One Camino Santa Maria, San Antonio, TX 78228",St Marys University,Private not-for-profit,4-year
"1801 Martin Luther King Dr, San Antonio, TX 78203",St Philips College,Public,2-year
"St. Tikhon's Rd, South Canaan, PA 18459",St Tikhon's Orthodox Theological Seminary,Private for-profit,4-year
,St Vincent Catholic Medical Center New York-Brooklyn and Queens,Private for-profit,
"175-05 Horace Harding Expy, Fresh Meadows, NY 11365",St Vincent Catholic Medical Center School of Nursing-Brooklyn and Queens,Private not-for-profit,2-year
"75 Vanderbilt Ave 5th Floor, Staten Island, NY 10304",St Vincent Catholic Medical Center-Staten Island,Private not-for-profit,2-year
"2800 Main St, Bridgeport, CT 06606",St Vincent's College,Private not-for-profit,2-year
"3680 E. Imperial Highway, Lynwood, CA 90262",St. Francis Career College,Private not-for-profit,< 2-year
,St. John's College - Santa Fe Campus,,
"5012 Seminary Rd, Camarillo, CA 93012",St. John's Seminary,Private not-for-profit,4-year
"8000 Utopia Pky, Queens, NY 11439",St. John's University-New York,Private not-for-profit,4-year
"5 Woodward Ave, Nashua, NH 03060",St. Joseph School of Nursing,Private not-for-profit,2-year
,St. Mary's Seminary & University,Private for-profit,4-year
"1520 St Olaf Ave, Northfield, MN 55057",St. Olaf College,Private not-for-profit,4-year
"14025 58th Street North, Clearwater, FL 33760",St. Petersburg College,Public,4-year
"10830 Navajo Dr, Saint Petersburg, FL 33708",St. Petersburg Theological Seminary,Private for-profit,4-year
"3721 S 250 W, Ogden, UT 84405",Staceys Hands of Champions,Private for-profit,2-year
"209 W College St, Lake Charles, LA 70605",Stage One-The Hair School,Private for-profit,< 2-year
"2041 Business Ctr Dr Ste 107, Irvine, CA 92612",Stanbridge College,Public,4-year
"28 East Second Street, Sand Springs, OK 74063",Standard Beauty College of Oklahoma LLC,Private for-profit,< 2-year
,Stanford Graduate School of Business,,
,Stanford Law School,,
"Stanford University, Stanford, CA 94305",Stanford University,Private not-for-profit,4-year
,Stanford University School of Medicine,,
"141 College Dr, Albemarle, NC 28001",Stanly Community College,Private for-profit,2-year
"127 W. Main, Ada, OK 74820",Stanton Beauty College Inc,Private for-profit,< 2-year
"705 N University Dr, Nacogdoches, TX 75961",Star College of Cosmetology,Private for-profit,< 2-year
"520 E Front St, Tyler, TX 75702",Star College of Cosmetology 2,Private for-profit,< 2-year
"700 E Whaley, Longview, TX 75601",Star College of Cosmetology 4,Private for-profit,< 2-year
"1255 Rt 70, Lakewood, NJ 08701",Star Technical Institute,Private for-profit,< 2-year
"1570 Garrett Rd, Upper Darby, PA 19082",Star Technical Institute,Private for-profit,< 2-year
"43 S White Horse Pke, Stratford, NJ 08084",Star Technical Institute,Private for-profit,< 2-year
"550 Broad Street 3rd Floor, Newark, NJ 07102",Star Technical Institute,Private for-profit,< 2-year
"9121 Roosevelt Blvd, Philadelphia, PA 19114",Star Technical Institute,Private for-profit,< 2-year
"Blue Hen Corporate Center\n655 Sout Bay Rd-Ste 5g2, Dover, DE 19901",Star Technical Institute,Private for-profit,< 2-year
"3003 English Creek Ave Unit 212, Egg Harbor, NJ 08234",Star Technical Institute-Egg Harbor,Private for-profit,< 2-year
"710 Larsen Ln, Bensenville, IL 60106",Star Truck Driving School,Private for-profit,< 2-year
"7701 West 95th St, Hickory Hills, IL 60457",Star Truck Driving School,Private not-for-profit,< 2-year
"6200 Frank Ave NW, North Canton, OH 44720",Stark State College of Technology,Public,2-year
"2441 Le Conte AVE, Berkeley, CA 94709",Starr King School for Ministry,Private for-profit,4-year
"2514 S Agnew Ave, Oklahoma City, OK 73108",State Barber and Hair Design College,Private for-profit,< 2-year
"663 Oriole Blvd, Duncanville, TX 75116",State Beauty Academy,Private for-profit,< 2-year
"1930 Grand Avenue, Wausau, WI 54403",State College of Beauty Culture Inc,Private for-profit,2-year
"5840 26th St W, Bradenton, FL 34207","State College of Florida, Manatee-Sarasota",Public,4-year
"3201 W 16th Street, Sedalia, MO 65301",State Fair Community College,Public,2-year
"128 E Beverley St, Staunton, VA 24401",Staunton School of Cosmetology,Private for-profit,< 2-year
"1796 Indian Wood Circle, Maumee, OH 43537",Stautzenberger College,Private for-profit,2-year
"12925 Pearl Rd, Strongsville, OH 44136",Stautzenberger College-Strongsville Campus,Private for-profit,2-year
"20 Just Rd, Fairfield, NJ 07004",Stenotech Career Institute,Private for-profit,2-year
"262A Old New Brunswick Rd, Piscataway, NJ 08854",Stenotech Career Institute,Private for-profit,2-year
"1636 W Oakridge Rd, Orlando, FL 32809",Stenotype Institute of Jacksonville Inc,Private for-profit,2-year
"3986 Boulevard Center Drive, Jacksonville, FL 32207",Stenotype Institute of Jacksonville Inc,Private for-profit,2-year
"1936 North St, Nacogdoches, TX 75962",Stephen F. Austin State University,Public,4-year
"1200 E Broadway, Columbia, MO 65215",Stephens College,Private not-for-profit,4-year
"951 S Lillian St, Stephenville, TX 76401",Stephenville Beauty College,Private for-profit,< 2-year
"125 W. Cooper, Sterling, KS 67579",Sterling College,Private not-for-profit,4-year
"16 Sterling Drive, Craftsbury Common, VT 05827",Sterling College,Private not-for-profit,4-year
"421 N Woodland Blvd, DeLand, FL 32723",Stetson University,Private not-for-profit,4-year
,Steven G. Mihaylo College of Business & Economics,,
"755 S Main St, Logan, UT 84321",Stevens Henager College-Logan,Private for-profit,4-year
"Castle Point On Hudson, Hoboken, NJ 07030",Stevens Institute of Technology,Private not-for-profit,4-year
"383 W Vine St, Murray, UT 84123",Stevens-Henager College,Private for-profit,4-year
"1476 South Sandhill Road, Orem, UT 84058",Stevens-Henager College of Business-Provo,Private for-profit,4-year
"1350 W. 1890 S., West Haven, UT 84401",Stevens-Henager College-Ogden,Private for-profit,4-year
"401 Opelousas Avenue, New Orleans, LA 70114",Stevensons Academy of Hair Design,Private for-profit,< 2-year
"604 N. West Ave., Sioux Falls, SD 57104",Stewart School,Private for-profit,2-year
"3601 Stillman Boulevard, Tuscaloosa, AL 35403",Stillman College,Private not-for-profit,4-year
,Stillman School of Business,,
"101 Pierpont Rd, Waterbury, CT 06705",Stone Academy,Public,< 2-year
"1315 Dixwell Ave, Hamden, CT 06514",Stone Academy,Private for-profit,< 2-year
"403 Main St, East Hartford, CT 06118",Stone Academy-East Hartford,Private for-profit,< 2-year
"Upper Bonneau Road, Box Elder, MT 59521",Stone Child College,Private for-profit,2-year
"320 Washington Street, Easton, MA 02357",Stonehill College,Private not-for-profit,4-year
"Stony Brook University, Stony Brook, NY 11794",Stony Brook University,Public,4-year
"423 79th Ave N, Myrtle Beach, SC 29572",Strand College of Hair Design,Private for-profit,< 2-year
"7777 Leesburg Pike, Falls Church, VA 22043",Stratford University,Private for-profit,4-year
"1133 15th St NW, Washington, DC 20005",Strayer University,Private for-profit,4-year
"2730 Eisenhower Ave, Alexandria, VA 22314",Strayer University-Alexandria Campus,Private for-profit,4-year
"1520 Jabez Run\nSuite 100, Millersville, MD 21108",Strayer University-Anne Arundel Campus,Private for-profit,4-year
"2121 15th Street North, Arlington, VA 22207",Strayer University-Arlington Campus,Private for-profit,4-year
"3570 Grandview Parkway Ste 200, Birmingham, AL 35243",Strayer University-Birmingham Campus,Private for-profit,4-year
"3200 Gateway Centre Blvd\nSte 105, Morrisville, NC 27560",Strayer University-Cary,Private for-profit,4-year
"1601 Cherry St Ste 100, Philadelphia, PA 19102",Strayer University-Center City Campus,Private for-profit,4-year
"3355 Northeast Expressway\nSuite 100, Atlanta, GA 30341",Strayer University-Chamblee Campus,Private for-profit,4-year
"5010 Wetland Crossing, North Charleston, SC 29418",Strayer University-Charleston Campus,Private for-profit,4-year
"700 Independence Pkwy\nSte 400, Chesapeake, VA 23320",Strayer University-Chesapeake Campus,Private for-profit,4-year
"2820 Waterford Lake Dr\nSuite 100, Midlothian, VA 23112",Strayer University-Chesterfield Campus,Private for-profit,4-year
"240 Continental Dr.-Ste 108, Neweark, DE 19713",Strayer University-Christiana Campus,Private for-profit,4-year
"3101 Towercreek Parkway Se\nSuite 700, Atlanta, GA 30339",Strayer University-Cobb Campus,Private for-profit,4-year
"200 Center Point Circle\nSte 300, Columbia, SC 29210",Strayer University-Columbia Campus,Private for-profit,4-year
"1601 850 Cranberry Woods Dr Ste 2241, Cranberry Township, PA 16066",Strayer University-Cranberry Woods Campus,Private for-profit,4-year
"760 W Sproul Rd\nSuite 200, Springfield, PA 19064",Strayer University-Delaware County Campus,Private for-profit,4-year
"150 Riverside Parkway Suite 100, Fredericksburg, VA 22406",Strayer University-Fredericksburg Campus,Private for-profit,4-year
"4900 Koger Blvd\nSte 400, Greensboro, NC 27407",Strayer University-Greensboro Campus,Private for-profit,4-year
"555 North Pleasantburg Drive\nSuite 300, Greenville, SC 29607",Strayer University-Greenville Campus,Private for-profit,4-year
"11501 Nuckols Road, Glen Allen, VA 23059",Strayer University-Henrico Campus,Private for-profit,4-year
"234 Mall Boulevard\nSuite G50, King of Prussia, PA 19406",Strayer University-King of Prussia Campus,Private for-profit,4-year
"45150 Russell Branch Pky Ste 200, Ashburn, VA 20147",Strayer University-Loudoun Campus,Private for-profit,4-year
"3600 Horizon Blvd\nSte 100, Trevose, PA 19053",Strayer University-Lower Bucks Campus,Private for-profit,4-year
"9990 Battleview Pky, Manassas, VA 20109",Strayer University-Manassas Campus,Private for-profit,4-year
"3000 Corporate Center Dr\nSte 100, Morrow, GA 30260",Strayer University-Morrow Campus,Private for-profit,4-year
"30 Rachel Drive\nSuite 200, Nashville, TN 37214",Strayer University-Nashville Campus,Private for-profit,4-year
"813 Diligence Dr\nSte 100, Newport News, VA 23606",Strayer University-Newport News Campus,Private for-profit,4-year
"8335 IBM Dr-Ste 150, Charlotte, NC 28262",Strayer University-North Charlotte,Private for-profit,4-year
"3200 Spring Forest Road\nSuite 214, Raleigh, NC 27616",Strayer University-North Raleigh Campus,Private for-profit,4-year
"82382-F Terminal Road, Lorton, VA 22079",Strayer University-Online Campus,Private for-profit,4-year
"500 Redland Ct\nSte 100, Owings Mills, MD 21117",Strayer University-Owings Mills Campus,Private for-profit,4-year
"One Penn Center West Ste 300, Pittsburgh, PA 15276",Strayer University-Penn Center West Campus,Private for-profit,4-year
"4710 Auth Place\n1st Floor, Suitland, MD 20746",Strayer University-Prince Georges Campus,Private for-profit,4-year
"4 Research Place Suite 100, Rockville, MD 20850",Strayer University-Rockville Campus,Private for-profit,4-year
"100 Mansell Court East, Roswell, GA 30076",Strayer University-Roswell Campus,Private for-profit,4-year
"6211 Shelby Oaks Drive\nSuite 100, Memphis, TN 38134",Strayer University-Shelby Oaks Campus,Private for-profit,4-year
"2440 Whitehall Park Dr Suite 700, Charlotte, NC 28273",Strayer University-South Charlotte,Private for-profit,4-year
"6830 Laurel St Nw, Washington, DC 20012",Strayer University-Takoma Park Campus,Private for-profit,4-year
"6302 E. Martin Luther King Blvd\nSte 450, Tampa, FL 33619",Strayer University-Tampa East Campus,Private for-profit,4-year
"4902 Eisenhower Blvd\nSte 100, Tampa, FL 33634",Strayer University-Tampa Westshore Campus,Private for-profit,4-year
"1133 Thousand Oaks Boulevard\nSuite 1100, Memphis, TN 38118",Strayer University-Thousand Oaks Campus,Private for-profit,4-year
"249 Central Park Avenue Ste 350, Virginia Beach, VA 23462",Strayer University-Virginia Beach Campus,Private for-profit,4-year
"9409 Philadelphia Rd, Baltimore, MD 21237",Strayer University-White Marsh Campus,Private for-profit,4-year
"13385 Minnieville Rd, Woodbridge, VA 22192",Strayer University-Woodbridge Campus,Private for-profit,4-year
,Stritch School of Medicine,,
"100 North 8th St, Stroudsburg, PA 18360",Stroudsburg School of Cosmetology,Private for-profit,< 2-year
,Stuart School of Business,,
"32 E 31 St, New York, NY 10016",Studio Jewelers,Private for-profit,< 2-year
,Sturm College of Law,,
"1224 Commerce, Longview, WA 98632",Stylemaster College of Hair Design,Private for-profit,< 2-year
"223 N Cumberland Street, Lebanon, TN 37087",Stylemasters Beauty Academy,Private for-profit,< 2-year
"119 S Second St, Selmer, TN 38375",Styles and Profiles Beauty College,Private for-profit,< 2-year
"239 Hampton St, Rock Hill, SC 29730",Styletrends Barber and Hairstyling Academy,Private for-profit,< 2-year
"175 Fulton Ave, Hempstead, NY 11550",Suburban Technical School,Private for-profit,< 2-year
"8101 Polo Club Dr, Merrillville, IN 46410",Success Schools LLC,Public,< 2-year
"860 Portsmouth Blvd, Suffolk, VA 23434",Suffolk Beauty Academy,Private for-profit,< 2-year
"533 College Rd, Selden, NY 11784",Suffolk County Community College,Public,2-year
"2800 Godwin Blvd, Suffolk, VA 23434",Suffolk Public Schools-Sentara Obici Hospital School of Practical Nursing,Public,< 2-year
"8 Ashburton Pl Beacon Hill, Boston, MA 02108",Suffolk University,Private not-for-profit,4-year
"400 North Harrison, Alpine, TX 79832",Sul Ross State University,Public,4-year
"365 Westgate Drive, Brockton, MA 02301",Sullivan and Cogliano Training Center,Private not-for-profit,< 2-year
"52 Ferndale Loomis Rd, Liberty, NY 12754",Sullivan County BOCES - Practical Nursing Program,Private for-profit,< 2-year
"112 College Road, Loch Sheldrake, NY 12759",Sullivan County Community College,Public,2-year
"3101 Bardstown Rd, Louisville, KY 40205",Sullivan University,Private for-profit,4-year
"935 Olson Memorial Hwy, Minneapolis, MN 55405",Summit Academy Opportunities Industrialization Center,Private not-for-profit,< 2-year
"851 S. Cooley Dr, Colton, CA 92324",Summit Career College,Private for-profit,< 2-year
"305 E 16th St, Scottsbluff, NE 69361",Summit Christian College,Private not-for-profit,4-year
"921 Carolina Ave, Sumter, SC 29150",Sumter Beauty College,,< 2-year
"285 Hungry Hollow Rd, Spring Valley, NY 10977",Sunbridge College,Private for-profit,4-year
,Suncoast II the Tampa Bay School of Massage Therapy LLC,Private for-profit,
"2418 Colonial Blvd, Fort Myers, ad 33907",Sunstate Academy,Public,< 2-year
"2525 Drew St, Clearwater, ad 33765",Sunstate Academy,Private for-profit,< 2-year
"1400 Washington Avenue, Albany, NY 12222",SUNY at Albany,Public,4-year
"Vestal Pky E, Binghamton, NY 13902",SUNY at Binghamton,Public,4-year
"Central Ave, Fredonia, NY 14063",SUNY at Fredonia,Public,4-year
"1 College Circle, Geneseo, NY 14454",SUNY at Geneseo,Public,4-year
"350 New Campus Dr, Brockport, NY 14420",SUNY College at Brockport,Public,4-year
"SUNY College at Cortland, Cortland, NY 13045",SUNY College at Cortland,Public,4-year
"1 Hawk Drive, New Paltz, NY 12561",SUNY College at New Paltz,Public,4-year
"223 Store Hill Rd, Old Westbury, NY 11568",SUNY College at Old Westbury,Public,4-year
"Ravine Parkway, Oneonta, NY 13820",SUNY College at Oneonta,Public,4-year
"7060 State Route 104, Oswego, NY 13126",SUNY College at Oswego,Public,4-year
"101 Broad Street, Plattsburgh, NY 12901",SUNY College at Plattsburgh,Public,4-year
"735 Anderson Hill Rd, Purchase, NY 10577",SUNY College at Purchase,Public,4-year
"SUNY College of Agriculture and Technology at Cobleskill, Cobleskill, NY 12043",SUNY College of Agriculture and Technology at Cobleskill,Public,4-year
"One Forestry Dr., Syracuse, NY 13210",SUNY College of Environmental Science and Forestry,Public,4-year
"33 West 42nd Street, New York, NY 10036",SUNY College of Optometry,Public,4-year
"SUNY College of Technology at Alfred, Alfred, NY 14802",SUNY College of Technology at Alfred,Public,4-year
"34 Cornell Dr, Canton, NY 13617",SUNY College of Technology at Canton,Public,4-year
"2 Main Street, Delhi, NY 13753",SUNY College of Technology at Delhi,Public,4-year
"1 Union Ave, Saratoga Springs, NY 12866",SUNY Empire State College,Public,4-year
"450 Clarkson Ave, Brooklyn, NY 11203",SUNY Health Science Center at Brooklyn,Public,4-year
"750 E Adams St, Syracuse, NY 13210",SUNY Health Science Center at Syracuse,Public,4-year
"Horatio Street, Utica, NY 13504",SUNY Institute of Technology at Utica-Rome,Public,4-year
"6 Pennyfield Ave, Bronx, NY 10465",SUNY Maritime College,Public,4-year
"75 Grasslands Road, Valhalla, NY 10595",SUNY Westchester Community College,Public,2-year
"Pierrepont Ave, Potsdam, NY 13676",SUNY-Potsdam,Public,4-year
"3714 W Oakland Park Blvd, Lauderdale Lakes, FL 33311",Superior Career Institute,Private for-profit,< 2-year
"630 S. Main St., Dobson, NC 27017",Surry Community College,Public,2-year
"514 University Ave, Selinsgrove, PA 17870",Susquehanna University,Private not-for-profit,4-year
"One College Hill Road, Newton, NJ 07860",Sussex County Community College,Public,2-year
"415 SW Pinewood Dr, Live Oak, FL 32064",Suwannee-Hamilton Technical Center,Private for-profit,< 2-year
"272 Commerical St, Eagle Pass, TX 78852",SW School of Business and Technical Careers,Private for-profit,< 2-year
"2402 San Pedro Ave., San Antonio, TX 78212",SW School of Business and Technical Careers-Cosmetology,Private for-profit,< 2-year
"801 S Main, Del Rio, TX 78840",SW School of Business and Technical Careers-Del Rio,Public,< 2-year
"122 W North, Uvalde, TX 78801",SW School of Business and Technical Careers-Uvalde,Private for-profit,< 2-year
"346 Kite Rd, Swainsboro, GA 30401",Swainsboro Technical College,Public,2-year
"500 College Ave, Swarthmore, PA 19081",Swarthmore College,Private not-for-profit,4-year
"226 W 26th St.\n5th Fl, New York, NY 10001",Swedish Institute College of Health Sciences,Private for-profit,4-year
"134 Chapel Drive, Sweet Briar, VA 24595",Sweet Briar College,Private not-for-profit,4-year
"434 Parker Rd, Houston, TX 77091",Sylvia's International School of Beauty,Private not-for-profit,< 2-year
"573 East Genesee Street, Syracuse, NY 13202",Syracuse Central Technical Vocational Center,Private not-for-profit,< 2-year
"Syracuse University, Syracuse, NY 13244",Syracuse University,Private not-for-profit,4-year
,Syracuse University College of Law,,
"400 S Jefferson, Hillsboro, KS 67063",Tabor College,Private not-for-profit,4-year
"6501 S 19th St, Tacoma, WA 98466",Tacoma Community College,Public,2-year
"29 Emmons Park Drive, Taft, CA 93268",Taft College,Public,2-year
"7750 Montpelier Road, Laurel, MD 20723",Tai Sophia Institute,Private not-for-profit,4-year
"627 W Battle St, Talladega, AL 35160",Talladega College,Private not-for-profit,4-year
"444 Appleyard Dr, Tallahassee, FL 32304",Tallahassee Community College,Public,2-year
"1910 Alton Rd, Miami Beach, FL 33139",Talmudic College of Florida,Private not-for-profit,4-year
"Adelphia Road, Adelphia, NJ 07710",Talmudical Academy-New Jersey,Private not-for-profit,4-year
"769 Park Ave, Rochester, w  14607",Talmudical Institute of Upstate New York,Private not-for-profit,4-year
"667 Eastern Pky, Brooklyn, NY 11213",Talmudical Seminary Oholei Torah,Private not-for-profit,4-year
"6063 Drexel Rd, Philadelphia, PA 19131",Talmudical Yeshiva of Philadelphia,Private for-profit,4-year
"108 N. Jefferson Street\nSuite 303, Roanoke, VA 24016",Tap This Valley Works CET,Public,< 2-year
"1333 W. Washington, Stephenville, TX 76401",Tarleton State University,Public,4-year
"1500 Houston St, Fort Worth, TX 76102",Tarrant County College District,Public,2-year
"318 West Adams Street\nSuite 500, Chicago, IL 60606",Taylor Business Institute,Private not-for-profit,2-year
"3233 Hwy 19 S, Perry, FL 32348",Taylor Technical Institute,Private not-for-profit,< 2-year
"236 W Reade Ave, Upland, IN 46989",Taylor University,Private not-for-profit,4-year
"236 W Reade Avenue, Upland, IN 46989",Taylor University Graduate School,Private for-profit,4-year
"1025 W Rudisill Blvd, Fort Wayne, IN 46807",Taylor University-Fort Wayne,Public,4-year
"23129 Ecorse Rd, Taylor, MI 48180",Taylortown School of Beauty Inc,Private for-profit,< 2-year
"528 Educational Highway, Warren, OH 44483",TCTC Adult Training Center,Private not-for-profit,< 2-year
"1688 North Pricetown Road\nSr 534, Lake Milton, OH 44429",TDDS Technical Institute,Private for-profit,< 2-year
"525 W 120th St, New York, NY 10027",Teachers College at Columbia University,Private for-profit,4-year
"7757 West Flagler St\nSuite 230, Miami, FL 33144",Technical Career Institute,Public,2-year
"320 W 31st St, New York, NY 10001",Technical Career Institutes,Public,2-year
"921 Ribaut Road, Beaufort, SC 29901",Technical College of the Lowcountry,Private for-profit,2-year
"501 Simpson Rd, Kissimmee, FL 34744",Technical Education Center-Osceola,Private for-profit,2-year
"822 E 6th Street, Tulsa, OK 74120",Technical Institute of Cosmetology Arts and Sciences,Private for-profit,< 2-year
"1001 Connecticut Avenue NW Suite 435, Washington, DC 20036",Technical Learning Centers Inc,Private for-profit,< 2-year
"2745 Winchester Pike, Columbus, OH 43232",Technology Education College,Private not-for-profit,2-year
"1510 Arden Way Ste 102, Sacramento, CA 95815",TechSkills of Sacramento,Private not-for-profit,< 2-year
"3001 S Federal Blvd, Denver, CO 80236",Teikyo Loretto Heights University,Private not-for-profit,4-year
,Telfer School of Management,,
"3535 West Foster, Chicago, IL 60625",Telshe Yeshiva-Chicago,Private for-profit,4-year
"11965 Kenn Rd, Cincinnati, OH 45240",Temple Baptist College,Private not-for-profit,4-year
"1906 Union Avenue, Chattanooga, TN 37404",Temple Baptist Seminary,Private for-profit,4-year
"2600 S 1st St, Temple, TX 76504",Temple College,Public,2-year
"1801 North Broad Street, Philadelphia, PA 19122",Temple University,Public,4-year
,Temple University James E. Beasley School of Law,,
,Temple University School of Medicine,,
